domain,q_id,k,item_or_fact_id,answer_group,status,total_required_parts,hit_parts,missing_part_ids,approved_gold_candidate_chunk_ids,missing_gold_candidate_chunk_ids,retrieved_top_k_chunk_ids,relevant_document_wrong_chunk,first_relevant_rank_below_k,failure_types
evidence,Q16,10,E08,,missed,3,0,"[""P01"",""P02"",""P03""]","{""P01"":[""6e776edb42ae8862""],""P02"":[""10b5f2f74c4f4541""],""P03"":[""6f45839ef280a11c""]}","{""P01"":[""6e776edb42ae8862""],""P02"":[""10b5f2f74c4f4541""],""P03"":[""6f45839ef280a11c""]}","[""513ec1bcd5f5b923"",""568c3a9a7151aea4"",""e11153b1bfb5ab46"",""d9d340e3f0b87b61"",""174356ea1cdddbb4"",""c522d8f9c8e98734"",""93e85e00700f86a8"",""20b1aac4959d3bba"",""6728f968c69afa22"",""f6dd681f7d1e7161""]",True,,correct_document_wrong_chunk;no_relevant_document_in_top50
evidence,Q16,10,E09,,missed,3,0,"[""P01"",""P02"",""P03""]","{""P01"":[""3e9b386d72ec488d""],""P02"":[""66a2dbe9fa036e7f""],""P03"":[""6e776edb42ae8862""]}","{""P01"":[""3e9b386d72ec488d""],""P02"":[""66a2dbe9fa036e7f""],""P03"":[""6e776edb42ae8862""]}","[""513ec1bcd5f5b923"",""568c3a9a7151aea4"",""e11153b1bfb5ab46"",""d9d340e3f0b87b61"",""174356ea1cdddbb4"",""c522d8f9c8e98734"",""93e85e00700f86a8"",""20b1aac4959d3bba"",""6728f968c69afa22"",""f6dd681f7d1e7161""]",True,42,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q16,10,E10,,missed,5,0,"[""P01"",""P02"",""P03"",""P04"",""P05""]","{""P01"":[""83f118467efc5728""],""P02"":[""b3408b8474c51e96""],""P03"":[""10b5f2f74c4f4541""],""P04"":[""6eab04595fe303b6""],""P05"":[""130fcc4fc2110081""]}","{""P01"":[""83f118467efc5728""],""P02"":[""b3408b8474c51e96""],""P03"":[""10b5f2f74c4f4541""],""P04"":[""6eab04595fe303b6""],""P05"":[""130fcc4fc2110081""]}","[""513ec1bcd5f5b923"",""568c3a9a7151aea4"",""e11153b1bfb5ab46"",""d9d340e3f0b87b61"",""174356ea1cdddbb4"",""c522d8f9c8e98734"",""93e85e00700f86a8"",""20b1aac4959d3bba"",""6728f968c69afa22"",""f6dd681f7d1e7161""]",True,11,relevant_chunk_below_k;correct_document_wrong_chunk;no_relevant_document_in_top50
evidence,Q16,10,E11,,missed,4,0,"[""P01"",""P02"",""P03"",""P04""]","{""P01"":[""b3408b8474c51e96""],""P02"":[""10b5f2f74c4f4541""],""P03"":[""eb7ce4994d2626b3""],""P04"":[""874f02d4f152c4a1""]}","{""P01"":[""b3408b8474c51e96""],""P02"":[""10b5f2f74c4f4541""],""P03"":[""eb7ce4994d2626b3""],""P04"":[""874f02d4f152c4a1""]}","[""513ec1bcd5f5b923"",""568c3a9a7151aea4"",""e11153b1bfb5ab46"",""d9d340e3f0b87b61"",""174356ea1cdddbb4"",""c522d8f9c8e98734"",""93e85e00700f86a8"",""20b1aac4959d3bba"",""6728f968c69afa22"",""f6dd681f7d1e7161""]",True,,correct_document_wrong_chunk;no_relevant_document_in_top50
numeric,Q03,10,F014,G1,partial,4,1,"[""F005"",""F006"",""F007""]","{""F005"":[""e81846fbb1fa2e60""],""F006"":[""e19520eac6dfcec3""],""F007"":[""e81846fbb1fa2e60""],""F008"":[""06088335dba8593e""]}","{""F005"":[""e81846fbb1fa2e60""],""F006"":[""e19520eac6dfcec3""],""F007"":[""e81846fbb1fa2e60""]}","[""06088335dba8593e"",""dbb489277f5e04ec"",""d719c6b5c2cb5687"",""d2a6bad6c7c7e171"",""0df8785a85a48dad"",""20b24c657b4c7aa6"",""b3ce4de460d88875"",""d0eb4d9e8f93b81a"",""2e7769d55c676170"",""347c66efb08c2ee9""]",True,16,multi_part_partial_hit;relevant_chunk_below_k;correct_document_wrong_chunk
numeric,Q06,10,F009,G1,missed,1,0,"[""F009""]","{""F009"":[""b3408b8474c51e96""]}","{""F009"":[""b3408b8474c51e96""]}","[""10daa5bc9323d8f6"",""eb7ce4994d2626b3"",""e0a63c352c577950"",""69f2e4ec59c4d8b3"",""47da2b27f0405c26"",""8065af740ccebfd5"",""8c05d5174f59448e"",""7e45e7b14f4576f5"",""981eb292c6b564c5"",""93cacd7d82b5cdf0""]",False,11,relevant_chunk_below_k
numeric,Q08,10,F012,G1,missed,2,0,"[""F011"",""F010""]","{""F011"":[""bea311aba7df1874""],""F010"":[""b3408b8474c51e96""]}","{""F011"":[""bea311aba7df1874""],""F010"":[""b3408b8474c51e96""]}","[""47da2b27f0405c26"",""8065af740ccebfd5"",""0df8785a85a48dad"",""d719c6b5c2cb5687"",""3fe2a609eba9a318"",""e0a63c352c577950"",""69f2e4ec59c4d8b3"",""86af7717917fd81b"",""337edb735648a4b3"",""7b2aecb6f4439586""]",False,37,relevant_chunk_below_k
evidence,Q02,50,E08,,missed,1,0,"[""P01""]","{""P01"":[""7e29f360dd5f08f9""]}","{""P01"":[""7e29f360dd5f08f9""]}","[""dbb489277f5e04ec"",""06088335dba8593e"",""0df8785a85a48dad"",""d719c6b5c2cb5687"",""79ddd90f5c73467d"",""6e776edb42ae8862"",""20b24c657b4c7aa6"",""b3ce4de460d88875"",""d0eb4d9e8f93b81a"",""774b5a81e402832f"",""513ec1bcd5f5b923"",""9edb0c45947ac301"",""2e7769d55c676170"",""0882031217cced40"",""b0d90e24d2027e75"",""82260536b27408ff"",""075fc641aa34013f"",""6c13ce758c15dc53"",""174356ea1cdddbb4"",""956909e95c37b507"",""0092947ac4b1ebc2"",""c2dd3127ada7a30d"",""fc8eed03351b9373"",""6eab04595fe303b6"",""15da0eb8b1a8d6f4"",""86af7717917fd81b"",""425bd254a5669805"",""e11153b1bfb5ab46"",""fe0583f7781beeb0"",""4ceda6fb7adf725c"",""a35a2f866d18fd19"",""d6f786aff79dd248"",""560edfa5378a5597"",""41446516e703d8e4"",""07ecc4022cc8d60d"",""ddbc426f7bde6c0d"",""89fd8f0051c6aa1f"",""0560ea8829435ac9"",""73b0a654d9a79c41"",""568c3a9a7151aea4"",""c522d8f9c8e98734"",""4b04dffda8ce0215"",""275453eddf945d7d"",""0110966a9ee2fffb"",""e81846fbb1fa2e60"",""672d547dbb928b1c"",""c940e45164b9682b"",""83f118467efc5728"",""4929725c07822755"",""ea9010300cfa426b""]",True,,correct_document_wrong_chunk
evidence,Q04,50,E01,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""e11153b1bfb5ab46""],""P02"":[""d9d340e3f0b87b61""]}","{""P01"":[""e11153b1bfb5ab46""],""P02"":[""d9d340e3f0b87b61""]}","[""dbb489277f5e04ec"",""06088335dba8593e"",""0df8785a85a48dad"",""d719c6b5c2cb5687"",""a8e515879b50c710"",""2766fe681d182071"",""d432b3e48d9c75ba"",""ac434f4abb73b840"",""d2a6bad6c7c7e171"",""ddf20bff930c8c49"",""89fd8f0051c6aa1f"",""c940e45164b9682b"",""73b0a654d9a79c41"",""4ceda6fb7adf725c"",""2e7769d55c676170"",""20b1aac4959d3bba"",""37c67c633edfb480"",""e55f8ac4bb3642b8"",""756aa857fb636b82"",""f6dd681f7d1e7161"",""14a099c112459c2a"",""d8d5756244cb0de7"",""638c6de52c9e6c3f"",""243d1503e2597719"",""68c69be5eec33035"",""4b168a2331d5092a"",""425bd254a5669805"",""7e29f360dd5f08f9"",""b08f31d8596d4dae"",""6728f968c69afa22"",""6c13ce758c15dc53"",""b63fc7e52870ee6d"",""4929725c07822755"",""c376d633d3d8ba6a"",""568c3a9a7151aea4"",""1e65a85c0a47d60a"",""07ecc4022cc8d60d"",""98b4da03ca0f1fc3"",""a50a9dfa52217c6c"",""8c776f12b68236bb"",""0d31c868220c25ab"",""2a394b51d2dd3216"",""cfc2f0350c78fe43"",""c522d8f9c8e98734"",""560edfa5378a5597"",""15da0eb8b1a8d6f4"",""d54cf101d7728fe8"",""0a38320d178ba1d9"",""f0057373a18d4f1b"",""f0e656af03c5ff1f""]",True,,correct_document_wrong_chunk
evidence,Q04,50,E02,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""e11153b1bfb5ab46""],""P02"":[""d9d340e3f0b87b61""]}","{""P01"":[""e11153b1bfb5ab46""],""P02"":[""d9d340e3f0b87b61""]}","[""dbb489277f5e04ec"",""06088335dba8593e"",""0df8785a85a48dad"",""d719c6b5c2cb5687"",""a8e515879b50c710"",""2766fe681d182071"",""d432b3e48d9c75ba"",""ac434f4abb73b840"",""d2a6bad6c7c7e171"",""ddf20bff930c8c49"",""89fd8f0051c6aa1f"",""c940e45164b9682b"",""73b0a654d9a79c41"",""4ceda6fb7adf725c"",""2e7769d55c676170"",""20b1aac4959d3bba"",""37c67c633edfb480"",""e55f8ac4bb3642b8"",""756aa857fb636b82"",""f6dd681f7d1e7161"",""14a099c112459c2a"",""d8d5756244cb0de7"",""638c6de52c9e6c3f"",""243d1503e2597719"",""68c69be5eec33035"",""4b168a2331d5092a"",""425bd254a5669805"",""7e29f360dd5f08f9"",""b08f31d8596d4dae"",""6728f968c69afa22"",""6c13ce758c15dc53"",""b63fc7e52870ee6d"",""4929725c07822755"",""c376d633d3d8ba6a"",""568c3a9a7151aea4"",""1e65a85c0a47d60a"",""07ecc4022cc8d60d"",""98b4da03ca0f1fc3"",""a50a9dfa52217c6c"",""8c776f12b68236bb"",""0d31c868220c25ab"",""2a394b51d2dd3216"",""cfc2f0350c78fe43"",""c522d8f9c8e98734"",""560edfa5378a5597"",""15da0eb8b1a8d6f4"",""d54cf101d7728fe8"",""0a38320d178ba1d9"",""f0057373a18d4f1b"",""f0e656af03c5ff1f""]",True,,correct_document_wrong_chunk
evidence,Q04,50,E03,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""e11153b1bfb5ab46""],""P02"":[""d9d340e3f0b87b61""]}","{""P01"":[""e11153b1bfb5ab46""],""P02"":[""d9d340e3f0b87b61""]}","[""dbb489277f5e04ec"",""06088335dba8593e"",""0df8785a85a48dad"",""d719c6b5c2cb5687"",""a8e515879b50c710"",""2766fe681d182071"",""d432b3e48d9c75ba"",""ac434f4abb73b840"",""d2a6bad6c7c7e171"",""ddf20bff930c8c49"",""89fd8f0051c6aa1f"",""c940e45164b9682b"",""73b0a654d9a79c41"",""4ceda6fb7adf725c"",""2e7769d55c676170"",""20b1aac4959d3bba"",""37c67c633edfb480"",""e55f8ac4bb3642b8"",""756aa857fb636b82"",""f6dd681f7d1e7161"",""14a099c112459c2a"",""d8d5756244cb0de7"",""638c6de52c9e6c3f"",""243d1503e2597719"",""68c69be5eec33035"",""4b168a2331d5092a"",""425bd254a5669805"",""7e29f360dd5f08f9"",""b08f31d8596d4dae"",""6728f968c69afa22"",""6c13ce758c15dc53"",""b63fc7e52870ee6d"",""4929725c07822755"",""c376d633d3d8ba6a"",""568c3a9a7151aea4"",""1e65a85c0a47d60a"",""07ecc4022cc8d60d"",""98b4da03ca0f1fc3"",""a50a9dfa52217c6c"",""8c776f12b68236bb"",""0d31c868220c25ab"",""2a394b51d2dd3216"",""cfc2f0350c78fe43"",""c522d8f9c8e98734"",""560edfa5378a5597"",""15da0eb8b1a8d6f4"",""d54cf101d7728fe8"",""0a38320d178ba1d9"",""f0057373a18d4f1b"",""f0e656af03c5ff1f""]",True,,correct_document_wrong_chunk
evidence,Q04,50,E04,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""eb8e6342e4c6b718""],""P02"":[""83f118467efc5728""]}","{""P01"":[""eb8e6342e4c6b718""],""P02"":[""83f118467efc5728""]}","[""dbb489277f5e04ec"",""06088335dba8593e"",""0df8785a85a48dad"",""d719c6b5c2cb5687"",""a8e515879b50c710"",""2766fe681d182071"",""d432b3e48d9c75ba"",""ac434f4abb73b840"",""d2a6bad6c7c7e171"",""ddf20bff930c8c49"",""89fd8f0051c6aa1f"",""c940e45164b9682b"",""73b0a654d9a79c41"",""4ceda6fb7adf725c"",""2e7769d55c676170"",""20b1aac4959d3bba"",""37c67c633edfb480"",""e55f8ac4bb3642b8"",""756aa857fb636b82"",""f6dd681f7d1e7161"",""14a099c112459c2a"",""d8d5756244cb0de7"",""638c6de52c9e6c3f"",""243d1503e2597719"",""68c69be5eec33035"",""4b168a2331d5092a"",""425bd254a5669805"",""7e29f360dd5f08f9"",""b08f31d8596d4dae"",""6728f968c69afa22"",""6c13ce758c15dc53"",""b63fc7e52870ee6d"",""4929725c07822755"",""c376d633d3d8ba6a"",""568c3a9a7151aea4"",""1e65a85c0a47d60a"",""07ecc4022cc8d60d"",""98b4da03ca0f1fc3"",""a50a9dfa52217c6c"",""8c776f12b68236bb"",""0d31c868220c25ab"",""2a394b51d2dd3216"",""cfc2f0350c78fe43"",""c522d8f9c8e98734"",""560edfa5378a5597"",""15da0eb8b1a8d6f4"",""d54cf101d7728fe8"",""0a38320d178ba1d9"",""f0057373a18d4f1b"",""f0e656af03c5ff1f""]",True,,correct_document_wrong_chunk
evidence,Q04,50,E05,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""eb8e6342e4c6b718""],""P02"":[""83f118467efc5728""]}","{""P01"":[""eb8e6342e4c6b718""],""P02"":[""83f118467efc5728""]}","[""dbb489277f5e04ec"",""06088335dba8593e"",""0df8785a85a48dad"",""d719c6b5c2cb5687"",""a8e515879b50c710"",""2766fe681d182071"",""d432b3e48d9c75ba"",""ac434f4abb73b840"",""d2a6bad6c7c7e171"",""ddf20bff930c8c49"",""89fd8f0051c6aa1f"",""c940e45164b9682b"",""73b0a654d9a79c41"",""4ceda6fb7adf725c"",""2e7769d55c676170"",""20b1aac4959d3bba"",""37c67c633edfb480"",""e55f8ac4bb3642b8"",""756aa857fb636b82"",""f6dd681f7d1e7161"",""14a099c112459c2a"",""d8d5756244cb0de7"",""638c6de52c9e6c3f"",""243d1503e2597719"",""68c69be5eec33035"",""4b168a2331d5092a"",""425bd254a5669805"",""7e29f360dd5f08f9"",""b08f31d8596d4dae"",""6728f968c69afa22"",""6c13ce758c15dc53"",""b63fc7e52870ee6d"",""4929725c07822755"",""c376d633d3d8ba6a"",""568c3a9a7151aea4"",""1e65a85c0a47d60a"",""07ecc4022cc8d60d"",""98b4da03ca0f1fc3"",""a50a9dfa52217c6c"",""8c776f12b68236bb"",""0d31c868220c25ab"",""2a394b51d2dd3216"",""cfc2f0350c78fe43"",""c522d8f9c8e98734"",""560edfa5378a5597"",""15da0eb8b1a8d6f4"",""d54cf101d7728fe8"",""0a38320d178ba1d9"",""f0057373a18d4f1b"",""f0e656af03c5ff1f""]",True,,correct_document_wrong_chunk
evidence,Q05,50,C3,,missed,1,0,"[""P01""]","{""P01"":[""71f3e27f3268315d""]}","{""P01"":[""71f3e27f3268315d""]}","[""dbb489277f5e04ec"",""06088335dba8593e"",""0df8785a85a48dad"",""d719c6b5c2cb5687"",""79ddd90f5c73467d"",""6e776edb42ae8862"",""20b24c657b4c7aa6"",""b3ce4de460d88875"",""d0eb4d9e8f93b81a"",""774b5a81e402832f"",""513ec1bcd5f5b923"",""174356ea1cdddbb4"",""fc8eed03351b9373"",""9edb0c45947ac301"",""6c13ce758c15dc53"",""b0d90e24d2027e75"",""d2a6bad6c7c7e171"",""956909e95c37b507"",""0882031217cced40"",""2e7769d55c676170"",""425bd254a5669805"",""15da0eb8b1a8d6f4"",""4ceda6fb7adf725c"",""82260536b27408ff"",""075fc641aa34013f"",""e11153b1bfb5ab46"",""41446516e703d8e4"",""c2dd3127ada7a30d"",""d6f786aff79dd248"",""6eab04595fe303b6"",""ddbc426f7bde6c0d"",""560edfa5378a5597"",""0560ea8829435ac9"",""89fd8f0051c6aa1f"",""a35a2f866d18fd19"",""73b0a654d9a79c41"",""ddf20bff930c8c49"",""fe0583f7781beeb0"",""83f118467efc5728"",""4929725c07822755"",""c522d8f9c8e98734"",""c940e45164b9682b"",""86af7717917fd81b"",""0110966a9ee2fffb"",""0092947ac4b1ebc2"",""568c3a9a7151aea4"",""564dbdd5b54dcf1a"",""75f8282875a5c6e4"",""8448fbfff4d00d91"",""76349b25b489b23f""]",True,,correct_document_wrong_chunk
evidence,Q05,50,X10,,partial,2,1,"[""P01""]","{""P01"":[""66a2dbe9fa036e7f""],""P02"":[""6e776edb42ae8862""]}","{""P01"":[""66a2dbe9fa036e7f""]}","[""dbb489277f5e04ec"",""06088335dba8593e"",""0df8785a85a48dad"",""d719c6b5c2cb5687"",""79ddd90f5c73467d"",""6e776edb42ae8862"",""20b24c657b4c7aa6"",""b3ce4de460d88875"",""d0eb4d9e8f93b81a"",""774b5a81e402832f"",""513ec1bcd5f5b923"",""174356ea1cdddbb4"",""fc8eed03351b9373"",""9edb0c45947ac301"",""6c13ce758c15dc53"",""b0d90e24d2027e75"",""d2a6bad6c7c7e171"",""956909e95c37b507"",""0882031217cced40"",""2e7769d55c676170"",""425bd254a5669805"",""15da0eb8b1a8d6f4"",""4ceda6fb7adf725c"",""82260536b27408ff"",""075fc641aa34013f"",""e11153b1bfb5ab46"",""41446516e703d8e4"",""c2dd3127ada7a30d"",""d6f786aff79dd248"",""6eab04595fe303b6"",""ddbc426f7bde6c0d"",""560edfa5378a5597"",""0560ea8829435ac9"",""89fd8f0051c6aa1f"",""a35a2f866d18fd19"",""73b0a654d9a79c41"",""ddf20bff930c8c49"",""fe0583f7781beeb0"",""83f118467efc5728"",""4929725c07822755"",""c522d8f9c8e98734"",""c940e45164b9682b"",""86af7717917fd81b"",""0110966a9ee2fffb"",""0092947ac4b1ebc2"",""568c3a9a7151aea4"",""564dbdd5b54dcf1a"",""75f8282875a5c6e4"",""8448fbfff4d00d91"",""76349b25b489b23f""]",True,,multi_part_partial_hit;correct_document_wrong_chunk
evidence,Q05,50,X3,,partial,2,1,"[""P02""]","{""P01"":[""a35a2f866d18fd19""],""P02"":[""e19520eac6dfcec3""]}","{""P02"":[""e19520eac6dfcec3""]}","[""dbb489277f5e04ec"",""06088335dba8593e"",""0df8785a85a48dad"",""d719c6b5c2cb5687"",""79ddd90f5c73467d"",""6e776edb42ae8862"",""20b24c657b4c7aa6"",""b3ce4de460d88875"",""d0eb4d9e8f93b81a"",""774b5a81e402832f"",""513ec1bcd5f5b923"",""174356ea1cdddbb4"",""fc8eed03351b9373"",""9edb0c45947ac301"",""6c13ce758c15dc53"",""b0d90e24d2027e75"",""d2a6bad6c7c7e171"",""956909e95c37b507"",""0882031217cced40"",""2e7769d55c676170"",""425bd254a5669805"",""15da0eb8b1a8d6f4"",""4ceda6fb7adf725c"",""82260536b27408ff"",""075fc641aa34013f"",""e11153b1bfb5ab46"",""41446516e703d8e4"",""c2dd3127ada7a30d"",""d6f786aff79dd248"",""6eab04595fe303b6"",""ddbc426f7bde6c0d"",""560edfa5378a5597"",""0560ea8829435ac9"",""89fd8f0051c6aa1f"",""a35a2f866d18fd19"",""73b0a654d9a79c41"",""ddf20bff930c8c49"",""fe0583f7781beeb0"",""83f118467efc5728"",""4929725c07822755"",""c522d8f9c8e98734"",""c940e45164b9682b"",""86af7717917fd81b"",""0110966a9ee2fffb"",""0092947ac4b1ebc2"",""568c3a9a7151aea4"",""564dbdd5b54dcf1a"",""75f8282875a5c6e4"",""8448fbfff4d00d91"",""76349b25b489b23f""]",True,,multi_part_partial_hit;correct_document_wrong_chunk
evidence,Q05,50,X4,,partial,3,2,"[""P03""]","{""P01"":[""6e776edb42ae8862""],""P02"":[""79ddd90f5c73467d""],""P03"":[""66a2dbe9fa036e7f""]}","{""P03"":[""66a2dbe9fa036e7f""]}","[""dbb489277f5e04ec"",""06088335dba8593e"",""0df8785a85a48dad"",""d719c6b5c2cb5687"",""79ddd90f5c73467d"",""6e776edb42ae8862"",""20b24c657b4c7aa6"",""b3ce4de460d88875"",""d0eb4d9e8f93b81a"",""774b5a81e402832f"",""513ec1bcd5f5b923"",""174356ea1cdddbb4"",""fc8eed03351b9373"",""9edb0c45947ac301"",""6c13ce758c15dc53"",""b0d90e24d2027e75"",""d2a6bad6c7c7e171"",""956909e95c37b507"",""0882031217cced40"",""2e7769d55c676170"",""425bd254a5669805"",""15da0eb8b1a8d6f4"",""4ceda6fb7adf725c"",""82260536b27408ff"",""075fc641aa34013f"",""e11153b1bfb5ab46"",""41446516e703d8e4"",""c2dd3127ada7a30d"",""d6f786aff79dd248"",""6eab04595fe303b6"",""ddbc426f7bde6c0d"",""560edfa5378a5597"",""0560ea8829435ac9"",""89fd8f0051c6aa1f"",""a35a2f866d18fd19"",""73b0a654d9a79c41"",""ddf20bff930c8c49"",""fe0583f7781beeb0"",""83f118467efc5728"",""4929725c07822755"",""c522d8f9c8e98734"",""c940e45164b9682b"",""86af7717917fd81b"",""0110966a9ee2fffb"",""0092947ac4b1ebc2"",""568c3a9a7151aea4"",""564dbdd5b54dcf1a"",""75f8282875a5c6e4"",""8448fbfff4d00d91"",""76349b25b489b23f""]",True,,multi_part_partial_hit;correct_document_wrong_chunk
evidence,Q05,50,X5,,partial,3,1,"[""P01"",""P03""]","{""P01"":[""3e9b386d72ec488d""],""P02"":[""6e776edb42ae8862""],""P03"":[""66a2dbe9fa036e7f""]}","{""P01"":[""3e9b386d72ec488d""],""P03"":[""66a2dbe9fa036e7f""]}","[""dbb489277f5e04ec"",""06088335dba8593e"",""0df8785a85a48dad"",""d719c6b5c2cb5687"",""79ddd90f5c73467d"",""6e776edb42ae8862"",""20b24c657b4c7aa6"",""b3ce4de460d88875"",""d0eb4d9e8f93b81a"",""774b5a81e402832f"",""513ec1bcd5f5b923"",""174356ea1cdddbb4"",""fc8eed03351b9373"",""9edb0c45947ac301"",""6c13ce758c15dc53"",""b0d90e24d2027e75"",""d2a6bad6c7c7e171"",""956909e95c37b507"",""0882031217cced40"",""2e7769d55c676170"",""425bd254a5669805"",""15da0eb8b1a8d6f4"",""4ceda6fb7adf725c"",""82260536b27408ff"",""075fc641aa34013f"",""e11153b1bfb5ab46"",""41446516e703d8e4"",""c2dd3127ada7a30d"",""d6f786aff79dd248"",""6eab04595fe303b6"",""ddbc426f7bde6c0d"",""560edfa5378a5597"",""0560ea8829435ac9"",""89fd8f0051c6aa1f"",""a35a2f866d18fd19"",""73b0a654d9a79c41"",""ddf20bff930c8c49"",""fe0583f7781beeb0"",""83f118467efc5728"",""4929725c07822755"",""c522d8f9c8e98734"",""c940e45164b9682b"",""86af7717917fd81b"",""0110966a9ee2fffb"",""0092947ac4b1ebc2"",""568c3a9a7151aea4"",""564dbdd5b54dcf1a"",""75f8282875a5c6e4"",""8448fbfff4d00d91"",""76349b25b489b23f""]",True,,multi_part_partial_hit;correct_document_wrong_chunk
evidence,Q05,50,X7,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""7ea9625cd7a3f6d5""],""P02"":[""76d790d50854bb98""]}","{""P01"":[""7ea9625cd7a3f6d5""],""P02"":[""76d790d50854bb98""]}","[""dbb489277f5e04ec"",""06088335dba8593e"",""0df8785a85a48dad"",""d719c6b5c2cb5687"",""79ddd90f5c73467d"",""6e776edb42ae8862"",""20b24c657b4c7aa6"",""b3ce4de460d88875"",""d0eb4d9e8f93b81a"",""774b5a81e402832f"",""513ec1bcd5f5b923"",""174356ea1cdddbb4"",""fc8eed03351b9373"",""9edb0c45947ac301"",""6c13ce758c15dc53"",""b0d90e24d2027e75"",""d2a6bad6c7c7e171"",""956909e95c37b507"",""0882031217cced40"",""2e7769d55c676170"",""425bd254a5669805"",""15da0eb8b1a8d6f4"",""4ceda6fb7adf725c"",""82260536b27408ff"",""075fc641aa34013f"",""e11153b1bfb5ab46"",""41446516e703d8e4"",""c2dd3127ada7a30d"",""d6f786aff79dd248"",""6eab04595fe303b6"",""ddbc426f7bde6c0d"",""560edfa5378a5597"",""0560ea8829435ac9"",""89fd8f0051c6aa1f"",""a35a2f866d18fd19"",""73b0a654d9a79c41"",""ddf20bff930c8c49"",""fe0583f7781beeb0"",""83f118467efc5728"",""4929725c07822755"",""c522d8f9c8e98734"",""c940e45164b9682b"",""86af7717917fd81b"",""0110966a9ee2fffb"",""0092947ac4b1ebc2"",""568c3a9a7151aea4"",""564dbdd5b54dcf1a"",""75f8282875a5c6e4"",""8448fbfff4d00d91"",""76349b25b489b23f""]",True,,correct_document_wrong_chunk
evidence,Q05,50,X8,,partial,2,1,"[""P02""]","{""P01"":[""82260536b27408ff""],""P02"":[""3e9b386d72ec488d""]}","{""P02"":[""3e9b386d72ec488d""]}","[""dbb489277f5e04ec"",""06088335dba8593e"",""0df8785a85a48dad"",""d719c6b5c2cb5687"",""79ddd90f5c73467d"",""6e776edb42ae8862"",""20b24c657b4c7aa6"",""b3ce4de460d88875"",""d0eb4d9e8f93b81a"",""774b5a81e402832f"",""513ec1bcd5f5b923"",""174356ea1cdddbb4"",""fc8eed03351b9373"",""9edb0c45947ac301"",""6c13ce758c15dc53"",""b0d90e24d2027e75"",""d2a6bad6c7c7e171"",""956909e95c37b507"",""0882031217cced40"",""2e7769d55c676170"",""425bd254a5669805"",""15da0eb8b1a8d6f4"",""4ceda6fb7adf725c"",""82260536b27408ff"",""075fc641aa34013f"",""e11153b1bfb5ab46"",""41446516e703d8e4"",""c2dd3127ada7a30d"",""d6f786aff79dd248"",""6eab04595fe303b6"",""ddbc426f7bde6c0d"",""560edfa5378a5597"",""0560ea8829435ac9"",""89fd8f0051c6aa1f"",""a35a2f866d18fd19"",""73b0a654d9a79c41"",""ddf20bff930c8c49"",""fe0583f7781beeb0"",""83f118467efc5728"",""4929725c07822755"",""c522d8f9c8e98734"",""c940e45164b9682b"",""86af7717917fd81b"",""0110966a9ee2fffb"",""0092947ac4b1ebc2"",""568c3a9a7151aea4"",""564dbdd5b54dcf1a"",""75f8282875a5c6e4"",""8448fbfff4d00d91"",""76349b25b489b23f""]",True,,multi_part_partial_hit;correct_document_wrong_chunk
evidence,Q05,50,X9,,partial,2,1,"[""P01""]","{""P01"":[""3e9b386d72ec488d""],""P02"":[""6e776edb42ae8862""]}","{""P01"":[""3e9b386d72ec488d""]}","[""dbb489277f5e04ec"",""06088335dba8593e"",""0df8785a85a48dad"",""d719c6b5c2cb5687"",""79ddd90f5c73467d"",""6e776edb42ae8862"",""20b24c657b4c7aa6"",""b3ce4de460d88875"",""d0eb4d9e8f93b81a"",""774b5a81e402832f"",""513ec1bcd5f5b923"",""174356ea1cdddbb4"",""fc8eed03351b9373"",""9edb0c45947ac301"",""6c13ce758c15dc53"",""b0d90e24d2027e75"",""d2a6bad6c7c7e171"",""956909e95c37b507"",""0882031217cced40"",""2e7769d55c676170"",""425bd254a5669805"",""15da0eb8b1a8d6f4"",""4ceda6fb7adf725c"",""82260536b27408ff"",""075fc641aa34013f"",""e11153b1bfb5ab46"",""41446516e703d8e4"",""c2dd3127ada7a30d"",""d6f786aff79dd248"",""6eab04595fe303b6"",""ddbc426f7bde6c0d"",""560edfa5378a5597"",""0560ea8829435ac9"",""89fd8f0051c6aa1f"",""a35a2f866d18fd19"",""73b0a654d9a79c41"",""ddf20bff930c8c49"",""fe0583f7781beeb0"",""83f118467efc5728"",""4929725c07822755"",""c522d8f9c8e98734"",""c940e45164b9682b"",""86af7717917fd81b"",""0110966a9ee2fffb"",""0092947ac4b1ebc2"",""568c3a9a7151aea4"",""564dbdd5b54dcf1a"",""75f8282875a5c6e4"",""8448fbfff4d00d91"",""76349b25b489b23f""]",True,,multi_part_partial_hit;correct_document_wrong_chunk
